# =============================================================================
# {All-in-One Deluxe Edition}-yuanze31
# =============================================================================

# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================

# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	完整更新日志
roomgrading_score_outstanding	卓越

# =============================================================================
# Objectives, Grants
# =============================================================================

objective_grant_firstinsanecellblock	犯罪精神病人侧翼
objective_grant_firstinsanecellblock_description	政府愿意出资扩建我们的监狱，为犯罪精神病囚犯提供住所并保护其身心健康。\n\n这项资助有助于建造特殊的软垫牢房和聘用训练有素的精神科医生。
objective_grant_firstinsanecellblock_cells	用 10 个软垫牢房为犯罪精神病人建造侧翼/牢房区块
objective_grant_firstinsanecellblock_prisoners	接收 10 名犯罪精神病囚犯
objective_grant_firstinsanecellblock_psychiatrist	聘用 2 位精神科医生（每人需要一间办公室）

objective_readinsaneletter	首席执行官提供的关于犯罪精神病囚犯的准则
objective_readinsaneletter_description	在将犯罪精神病囚犯纳入你的监狱之前，应该先准备好适当的设施和员工，以便照顾这些囚犯的需求 - 首席执行官…

# =============================================================================
# Wardens
# =============================================================================

warden_wardeninsanehawk_name	霍克·哈特曼
warden_wardeninsanehawk_desc	作为一名前警务人员，霍克·哈特曼 把宝贵的训练技巧传授给了他的安保人员。\n\n -所有警卫减少遗失员工钥匙的次数\n -接收技巧后提升警卫耐力
warden_wardeninsanehawk_desc_short	- 接收技巧后提升警卫耐力。

warden_wardeninsaneslugworth_name	斯拉格沃斯博士
warden_wardeninsaneslugworth_desc	所有其他监狱都拒绝时，斯拉格沃斯博士 为最穷凶极恶的犯罪精神病囚犯敞开了大门，他相信自己能帮助他们。\n\n - 精神科医生的治疗效果提升 20%\n - 接收犯罪精神病囚犯的几率更高！
warden_wardeninsaneslugworth_desc_short	- 接收更多犯罪精神病囚犯。精神科医生的治疗效果更佳。

warden_wardeninsanehudson_name	哈德森博士
warden_wardeninsanehudson_desc	哈德森博士 准备进行其他典狱长做不到的事…\n\n - 应急服务工作速度提升 20%，且到达时间更早\n - 维修成本降低 10%
warden_wardeninsanehudson_desc_short	- 响应时间更快速，维修成本更低。

# =============================================================================
# Victory, failures
# =============================================================================

victory_insaneprisonersdeaths	精神病囚犯死亡
victory_warning_insaneprisonersdeaths	如果太多精神病囚犯死亡，你将遭到解雇。
victory_insaneprisonersdeaths_units	死亡

victory_insaneprisonersabused	精神病囚犯被攻击
victory_warning_insaneprisonersabused	如果太多精神病囚犯被警卫攻击，你将遭到解雇。
victory_insaneprisonersabused_units	攻击

victory_adviserwarning_insaneprisonersdeaths1	不能再让犯罪精神病囚犯在我们的监狱里遭受虐待了！如果我们不齐心协力，媒体会让我们名誉扫地！
victory_advisernotice_insaneprisonersdeaths1	就是这样！你完了！你本该照顾这些精神病人，但你却让他们遭受了无法形容的虐待。我只能解雇你，但我建议你回家重新评估自己的人生选择。

# =============================================================================
# Codex
# =============================================================================

codex_option_criminallyinsane	犯罪精神病囚犯

codex_tooltip_criminallyinsane	处理经常感觉压抑的囚犯，需要全新软垫牢房和精神帮助，以便减少他们的隐私、舒适、安全和自由需求，避免他们发怒。开启此设置后，如果不满足囚犯需求，你监狱中的一些普通囚犯也可能被逼疯。可以在地图设置中关闭囚犯成为犯罪精神病人设置。

codex_prisoner_biography_NITG	自定义玩家创建的人物小传
codex_options_InsaneGauge	囚犯日常精神状态测量表

codex_option_desert	沙漠地块
codex_tooltip_desert	生成一个形似沙漠的起始地块。

codex_options_rendercolours	彩色房间分布图

codex_new_selectdog	选择警犬

codex_option_prisonerTurning	囚犯成为犯罪精神病人

# =============================================================================
# Rapsheet
# =============================================================================

rapsheet_category_insane	犯罪精神病人
rapsheet_insane_bio_desc	犯罪精神病囚犯经常感到压抑，需要软垫牢房和精神帮助使他们保持冷静。\n\n发怒的犯罪精神病囚犯可能会进行攻击员工、破坏监狱、试图越狱和其他不可预测的行为。

reputation_Weak	虚弱
reputation_Insomniac	失眠
reputation_Depressed	沮丧
reputation_Outbreaks	爆发
reputation_Sickness	生病
reputation_Hyperactive	激动
reputation_Addict	上瘾
reputation_Claustrophobic	幽闭恐惧
reputation_ExtremelyStoical	极其自制
reputation_ExtremelyVolatile	极其易怒
reputation_Psychopathic	精神变态
reputation_Insane	犯罪精神病人

reputationtooltip_Weak	该囚犯身体虚弱，在战斗中表现不佳，因此更容易受伤。
reputationtooltip_Insomniac	该囚犯几乎不需要睡眠。
reputationtooltip_Depressed	当感到压抑且得不到治疗时，该囚犯的行动更加缓慢。
reputationtooltip_Outbreaks	当感到压抑且得不到治疗时，该囚犯容易爆发暴力并破坏周围环境。
reputationtooltip_Sickness	当感到压抑且得不到治疗时，该囚犯容易呕吐和弄脏自己。
reputationtooltip_Hyperactive	当感到压抑且得不到治疗时，行动更加迅速。
reputationtooltip_Addict	当感到压抑且得不到治疗时，该囚犯更有可能染上毒瘾。
reputationtooltip_Claustrophobic	当感到压抑且得不到治疗时，该囚犯越狱的欲望更高。
reputationtooltip_ExtremelyStoical	该囚犯在被单独拘禁或有警卫在场时不会感到压抑。他们真的不在乎。
reputationtooltip_ExtremelyVolatile	密切关注这类囚犯。任何事都能轻易激怒他们，他们会很快把事情搞砸。
reputationtooltip_Psychopathic	比起其他犯罪精神病囚犯，该囚犯更危险且更难以捉摸。
reputationtooltip_Insane	确保该囚犯能得到精神科医生的心理咨询和软垫牢房，让他们保持冷静。

# =============================================================================
# Reports
# =============================================================================

report_intake_cat_insane	犯罪精神病人
report_intake_list_tooltip_insane	犯罪精神病患者经常感到压抑，需要软垫牢房和精神帮助来减少他们的隐私、舒适、安全和自由需求，避免他们发怒。\n\n准备好一些软垫牢房或一间软垫拘留牢房之后，你才能申请犯罪精神病囚犯。\n\n通过房间菜单，可将普通牢房转化成软垫牢房。
report_intake_insane_intake_empty	目前无法收容犯罪精神病囚犯。\n你需要建造软垫牢房或软垫拘留牢房。\n通过房间菜单，可将普通牢房转化成软垫牢房。
report_staff_group_prisoners_insane	犯罪精神病人
report_Criminally_Insane	犯罪精神病人
report_Pyschopathic	精神变态

report_intake_enable_insane	可收容
report_intake_psychward_title	精神病区：典狱长版
report_intake_psychward_tooltip	激活该监狱的《精神病区：典狱长版》游戏内容。\n\n你可以接收犯罪精神病囚犯，但你首先需要在监狱作好准备。\n\n可搜寻并聘用精神科医生和护理人员。可建造软垫牢房和软垫拘留牢房。\n\n精神科医生和软垫牢房有助于安抚和控制你的犯罪精神病囚犯。

reformerror_no_psychiatrist	无精神科医生
reform_completion_psychiatrist	- *X 名囚犯已完成 - *Y 名囚犯已治疗 (*P%)
report_staff_group_orderlies	护理人员

# =============================================================================
# Research
# =============================================================================
research_Orderly	护理人员
research_Psychiatrist	精神科医生

researchtooltip_Orderly	普通警卫禁止攻击犯罪精神病囚犯，因为在此过程中这些囚犯可能会受到伤害。\n护理人员受过专业训练，可在不伤害他们的情况下控制这些犯罪精神病人。\n护理人员还会在晚上为精神变态的囚犯穿上拘束衣，防止他们在夜间伤害自己。
researchtooltip_Psychiatrist	一名高级员工，定期为犯罪精神病囚犯提供咨询服务。\n一旦我们在监狱中设置了心理咨询方案，精神科医生便会定期提供一对一咨询服务，以帮助安抚我们的犯罪精神病囚犯。\n如果我们有很多犯罪精神病囚犯，我们应该聘用一些精神科医生来帮助他们。确保每位医生都有一间精神科医生办公室。

# =============================================================================
# Misc
# =============================================================================

doortimer_security_Insane	精神病

buildtoolbar_header_foundationmain	主要
buildtoolbar_header_foundationmore	更多

reformprogram_PsychiatricConsultation	心理咨询
reformprogram_PsychiatricConsultation_text	所有犯罪精神病囚犯都需要定期与精神科医生进行一对一安抚谈话，以帮助降低他们逐渐增长的压抑感。缺少精神科医生的帮助可能会使这些囚犯爆发暴力和其他特别反应。
reform_program_properties_NeedToBeEscorted	囚犯可能需要被护送前往参加谈话。
reform_program_intake_insane	仅限犯罪精神病囚犯。

insane_letter	尊敬的先生/女士，\n\n\n请遵循以下重要准则，确保准备好恰当的设施和员工，以便妥善照顾犯罪精神病囚犯。\n\n1. 犯罪精神病囚犯必须呆在软垫牢房。你可以将标准牢房转化为软垫牢房（通过房间按钮）。配备软垫牢房后，你就可以接收第一批囚犯。\n\n2. 确保你的员工工资表上有精神科医生和护理人员。精神科医生也需要一件特殊办公室。\n\n3. 为你的犯罪精神病囚犯设置一些心理咨询方案。这些与精神科医生（在软垫牢房）进行的一对一谈话有助于控制囚犯。升级精神科医生办公室也会提高其治疗能力。\n\n4. 如果不治疗也不检查，犯罪精神病囚犯可能会展现不可预测的行为，试图越狱或施加暴力。\n\n5. 护理人员会帮助护送和治疗囚犯，他们也不会像普通警卫那样镇压囚犯。白天结束时你还需要让护理人员为精神变态的犯罪精神病囚犯穿上拘束衣。\n\n6. 犯罪精神病囚犯与其他囚犯混狱可能会带来麻烦。在餐厅、庭院和其他区域建造并隔离犯罪病人区块是一个好办法。此外，不妨在犯罪精神病人牢房区块附近建造精神科医生办公室。\n\n7. 最后，其他安全等级的囚犯现在也有可能成为犯罪精神病人，因此请密切关注\n\n Prison Architects Corp，\n首席执行官

job_StraitJacket	穿上/移除拘束衣
job_EscortInsane	护送精神病囚犯
status_effect_sedated	已注射镇静剂

orderly_description	护理人员受过特殊训练，能处理和镇静（如有需要）犯罪精神病囚犯。
pyschiatrist_description	所有犯罪精神病囚犯都需要定期与精神科医生进行一对一心理咨询谈话。通过方案菜单添加心理咨询谈话。

insanetooltip_status	状态：*X
insanetooltip_status_level0	冷静
insanetooltip_status_level1	焦虑
insanetooltip_status_level2	情绪多变
insanetooltip_status_level3	发怒！
insanetooltip_behaviour	行为：*X

mutator_name_ReducedDirtBuildup	减少泥土堆积
mutator_tooltip_ReducedDirtBuildup	监狱周围泥土和垃圾的堆积速度减半。
administrator_requiresoffice_psychiatrist	需要精神科医生办公室

dlc_upsell	该存档使用来自《*D》扩展包的内容。由于我们无法在你的系统上检测到该扩展包，因此一些功能无法使用。请考虑购买《*D》以获取《监狱建筑师》完整体验。
dlc_upsell_multiplayer	此多人游戏主机已购买《*D》扩展包，以访客身份进入亦可使用该扩展包。玩得开心！

dlc_insane	精神病房：典狱长版本
