# =============================================================================
# {All-in-One Deluxe Edition}-yuanze31
# =============================================================================


# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================

# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建游戏
researchtooltip_lowertaxes2	你的会计师将规则运用到极致，把你的所有官方账户和业务流程转移至享有超高优惠税率的外国。 你企业所得税义务将会降到1%。\n\n每10,000美元的每日利润就能节省 3,000美元的税费。
researchtooltip_extragrant	让你能够同时接受3笔补助而不是2笔。
researchtooltip_advancedmanagement	提供工具使你能够对监狱进行微观管理，令其各部分满足你的细致要求。\n\n解锁食物后勤管理，让你能够指定每个餐厅的对应厨房，以及餐厅对应的囚犯。与之相似，洗衣后勤管理使你能够规划每个牢房区块对应的洗衣房。\n\n还可解锁部署调度器，使你能够定制警卫一天内不同时间段的部署。\n\n解锁改造方案调度器，使你能够手动更改日常方案安排。
researchtooltip_permanentpunishment	有时候即使将囚犯关进监狱也是不够的。你的律师可以通过提交一些文件将一名囚犯永久关在牢房里。
researchtooltip_removemincellsize	通常牢房要达到一定尺寸以满足法定标准。试想一下，如果不限定尺寸你可以建立多少牢房！移除标准牢房的最小尺寸要求。
researchtooltip_reduceexecutionliability	你的律师在进行游说，希望在正常启动死刑程序之前降低所需的定罪力度。在你无需承担责任安排行刑之前从本质上降低囚犯的上诉数量。
researchtooltip_legalprep	每个监狱都时常出现问题，某些问题可能会带来严重的法律后果。一旦出事，律师可以通过准备必要的文件来减轻压力，不过这需要提前准备。
researchtooltip_legaldefense	你处境不妙——事态极其糟糕，你已经被警告。如果你无力摆平这种情况，或许可以让律师助你脱困。完成此项调查来移除已收到的所有可能导致你被解雇的警告。
researchtooltip_guardtowers	解锁警戒塔和狙击手，让您可以拥有训练有素的神枪手，监视监狱的户外区域。\n\n狙击手需要进入兵器库领取步枪，否则就没有武器。

research_legaldefense_adviser1	似乎你的律师准备了一些文件帮你撇清了干系。我是没法解雇你了。但仅限这次。
research_legaldefense_adviser2	迅速让监狱恢复秩序，并确保其正常运作。这些小把戏不会每次都成功，无法永远保护你。

research_missingadministrator	需要：



# =============================================================================
# Room Requirements
# =============================================================================

roomrequirement_required	需要：
roomrequirement_recommended	推荐：
roomrequirement_minimumsize	最小尺寸 *W x *H
roomrequirement_minimumsize_short	尺寸 *W x *H
roomrequirement_indoor	室内
roomrequirement_outdoor	室外
roomrequirement_solidground	坚固的地面
roomrequirement_secure	安全（至少有一扇门）
roomrequirement_secure_short	安全
roomrequirement_enclosed	封闭（四周是围墙和门）
roomrequirement_enclosed_short	封闭
requirement_entrance	需要入口
roomrequirement_title	=[房间要求]=
roomrequirement_passed	[通过]
roomrequirement_failed	[未通过]
roomrequirement_adjacentobject	鄰近房間：*X

# =============================================================================
# Unlocks
# =============================================================================

unlock_title	已解锁

unlock_special_electricity	电力系统
unlock_special_food	食物准备
unlock_special_officersafety	警官安全
unlock_special_misbehavior	不当行为
unlock_special_accounting	会计
unlock_special_gangs	帮派

unlock_electricity_caption	使你能够建造电站和电线，为所有需要用电的设备提供电力。


# =============================================================================
# Advisers
# =============================================================================

click_to_continue	点击继续……
incoming_call	来电……

adviser_name_unknown	未知
adviser_name_ceo	首席执行官
adviser_name_warden	典狱长
adviser_name_governer	州长
adviser_name_chief	主管
adviser_name_doctor	医师
adviser_name_kingpin	领袖
adviser_name_edwardshooter	爱德华
adviser_name_edwardsinner	爱德华
adviser_name_edwardinmate	爱德华
adviser_name_edwardswife	爱德华的妻子苏珊
adviser_name_priest	牧师
adviser_name_newsreader	CNDC新闻
adviser_name_mayor	卡尔文•海勒市长


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff	员工
report_prisoners	囚犯
report_jobs	工作
report_needs	需求
report_threats	威胁
report_regime	统治
report_policy	政策
report_grants	补助
report_finance	财政
report_valuation	估价
report_contraband	违禁品
report_programs	方案
report_schedule	调度器
report_intake	接收

report_grants_bankloan	银行贷款
report_grants_bankloan_text	你可以从银行获得一大笔贷款。银行将每天收取利息，你必须通过现金流支付。\n\n按时还款会使你的信用评级逐渐提高，银行会愿意贷给你更多的钱。\n反之如果你错过还款，你的信用评级将会降低，当你下次需要贷款时可能遭到银行拒绝你\n\n注意：靠支付每日利息是无法还清贷款的。
report_grants_max1	你每次只能接受一项补助。\n让会计师来解除限制。
report_grants_max2	你每次只能接受不超过两项补助。\n让会计师来解除限制。
report_grants_max3	你每次只能接受不超过三项补助。
report_grants_bankloan_amount	当前银行贷款：*X
report_grants_bankloan_interest	利息：*X每天
report_grants_bankloan_max	最高贷款额度：*X
report_grants_creditrating	你的信用评级：*X
report_grants_inprogress_tt	(进行中)
report_grants_completed_tt	(已完成)
report_grants_locked_tt	(未解锁)
report_grants_advancepayment	*X 预付款
report_grants_completionbonus	*X 完成奖励
report_grants_objectives	[目标]
report_grants_prereqs	[前提条件]
report_grants_completed	已完成
report_grants_locked	未解锁
report_grants_inprogress	进行中
report_grants_hidden	( *X 项以上隐藏)
report_grants_taptoaccept	轻按以接受
report_grants_cancelfee	取消费用：*X

report_staff_title	总员工数：*X
report_prisoners_title	总囚犯数：*X
report_staff_group_builders	工人
report_staff_group_guards	警卫
report_staff_group_staff	员工
report_staff_group_administrators	管理者
report_staff_group_prisoners	囚犯
report_staff_group_prisoners_high	高风险
report_staff_group_prisoners_normal	中风险
report_staff_group_prisoners_low	低风险
report_staff_group_prisoners_protected	重点保护
report_staff_group_prisoners_supermax	超重刑犯
report_staff_group_prisoners_deathrow	死刑犯

report_staff_fire	开除

report_intake_title	接收
report_intake_catheader_cat	类别
report_intake_catheader_pay	费用
report_intake_catheader_available	名额
report_intake_catheader_amount	比例
report_intake_next_header	下一批接收：*X
report_intake_cat_minsec	轻刑犯
report_intake_cat_normal	普通犯
report_intake_cat_maxsec	重刑犯
report_intake_cat_deathrow	死刑犯
report_intake_slider_minsec	调整轻刑犯接收比例
report_intake_slider_normal	调整普通犯接收比例
report_intake_slider_maxsec	调整重刑犯接收比例
report_intake_slider_deathrow	调整死刑犯接收比例
report_intake_closed	关闭
report_intake_locked	锁定
report_intakeclosed	新囚犯入口关闭
report_intakeclosed_tooltip	您的新囚犯入口已关闭。您不会收到任何新囚犯，直至您重新打开入口。
report_intakenumperday	每日纳入量
report_intakenumperday_tooltip	下次纳入新囚犯时您要获得的囚犯总数。您可以增加或减少下次纳入时您想收到的新囚犯数量。\n\n使用上方的滑块调整每个类别的囚犯数量。
report_intaketotalprisoners	囚犯总数
report_intaketotalprisoners_tooltip	您希望自己的监狱关押的囚犯总数。每天的纳入量会自动达到该数目。\n\n使用上方的滑块调整每个类别的囚犯数量。
report_intakeallavailable	全部可用
report_intakeallavailable_tooltip	来自所有开放纳入库的全部可用新囚犯将在下次纳入时交付。
report_intakefillcapacity	填满容量
report_intakefillcapacity_tooltip	从可用纳入库尽可能多地纳入新囚犯，以便将监狱容量填满。\n\n使用上方的滑块调整每个类别的囚犯数量。
reports_intaketypenone	关闭
reports_intaketypefillcapacity	填满容量
reports_intaketypetotalprisoners	囚犯总数
reports_intaketypenumperday	每日纳入量
reports_intaketypeallavailable	全部可用
report_intakemaxperdaydecr	<<
report_intakemaxperdayincr	>>
report_intakemaxperdaynone	无
report_intakemaxperdayall	全部
reports_intakedelivernow	开始接收
report_intakepayment	费用
report_intakeall	全部
report_intakefill	填到*X
report_intakefill_mothers	填到*X（未计算家庭监狱）
report_intake_list_tooltip_title	接收类别
report_intake_list_tooltip	可接收的囚犯类别列表。\n\n下面的池规模表示每个类别可被押送的囚犯数量。此数量会根据滚动条的比例随时间增长。\n\n你可以调节滚动条来改变下批接收犯人种类的比例。
report_intake_list_tooltip_dr	\n\n你需要在接收死刑犯前为其分派好死刑犯牢房。死刑犯的接收要比普通囚犯慢很多。你不会看到太多死刑犯，这种囚犯十分罕见。
report_intake_buttons_tooltip_title	下批接收
report_intake_buttons_tooltip	你可以在下一批接收时使用此部分增加或减少你希望接收的囚犯数量。\n\n选择”无“监狱将不会接收新囚犯。选择”全部“将接收所有可被接收的囚犯。\n\n每类囚犯的数目可以用上述滚动条调节。
report_intake_overview_tooltip_title	囚犯接收概况
report_intake_overview_tooltip	你可在此查看下一波囚犯的押送情况，并可获得资金。你可以用上述滚动条及按钮调整押送犯人的数目及类别。可获得的资金由每类囚犯的数目决定。

report_needs_prisoners	囚犯需求
report_needs_staff	员工需求

valuation_categoryprison	监狱价值
valuation_construction	房产
valuation_objects	固定装置及设备
valuation_stock	存货与材料
valuation_staff	员工
valuation_startupgrant	起始补助
valuation_capacity	囚犯容量
valuation_cash	现金
valuation_debt	银行贷款
valuation_categoryperformance	安全与保障
valuation_bonustimewithoutincident	[加分] 无事故时间
valuation_finedeath	[扣分] 过去24小时的死亡人数
valuation_fineescape	[扣分] 过去24小时的越狱人数
valuation_total	总计
valuation_sell	出售
valuation_sellprison	出售监狱
valuation_sell_tooltip	出售监狱可以让你获利并拥有更多资金以开启另一栋监狱。\n\n你依然可以继续运营此监狱，但每栋监狱只能出售一次。所有销售利润将会转移到新监狱地点。
valuation_sold	售出此监狱获得：*X
valuation_donotown	此监狱不属于你，因此无法出售。
valuation_sellsome	售出股份
valuation_buysome	购买股份
valuation_shares	购买及售出股份
valuation_shares_tooltip	你最多可以向投资者售出监狱50%的股份。你会立即收到现金。作为对他们投资的回报，当你出售监狱时，股东将会获得相应份额的资金。\n\n也就是说如果你出售了30%的股份，在售出监狱时你将只能获得70%的最终销售价值。你随时可以买回之前售出的股份——尽管价格可能比当初出售时高。
valuation_ownership	你拥有 *X% 的监狱股份
valuation_saleprice	售价：*X
